"ID","POST_ID","MS_ID","MS_SPACEID","CAP_COLOR","METER_TYPE","SMART_METE","ACTIVESENS","JURISDICTI","ON_OFF_STR","OSP_ID","RATEAREA","SFPARKAREA","STREET_NUM","STREETNAME","STREET_SEG","Location"
"2164","596-00384","596-00380","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","38","OTIS ST","10046000","(37.772457, -122.419631)"
"646","420-02350","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Downtown","235","FREMONT ST","5863000","(37.788662, -122.394285)"
"893","324-06236","324-06230","6","Black","MS","N","N","SFMTA","ON","0","MC2"," ","623","BATTERY ST","2761000","(37.797562, -122.400923)"
"70","324-05051","324-05050","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","505","BATTERY ST","2760000","(37.796062, -122.400613)"
"2200","561-02178","561-02170","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","217","MAIN ST","8629000","(37.790461, -122.393077)"
"1323","651-05023","651-05020","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","502","SANSOME ST","11549000","(37.794973, -122.401444)"
"1666","336-07265","336-07260","5","Black","MS","N","N","SFMTA","ON","0","MC1"," ","726","BUSH ST","3437000","(37.790111, -122.409692)"
"1037","651-00261","651-00260","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","26","SANSOME ST","11542000","(37.790947, -122.40062)"
"1587","386-02068","386-02060","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","206","DRUMM ST","4972000","(37.795776, -122.39669)"
"910","324-06214","324-06210","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","621","BATTERY ST","2761000","(37.797466, -122.400904)"
"1502","700-06227","700-06220","7","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","622","VALENCIA ST","13062000","(37.76258, -122.421771)"
"810","561-02123","561-02120","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","212","MAIN ST","8629000","(37.790196, -122.393001)"
"1880","202-00133","202-00130","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","13","02ND ST","129000","(37.78903, -122.400952)"
"1338","460-02014","460-02010","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","201","HALLECK ST","6633000","(37.793497, -122.401416)"
"1719","568-02098","568-02090","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","209","MISSION ST","9085000","(37.791565, -122.39515)"
"2095","501-01084","501-01080","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","108","JESSIE ST","7517000","(37.788273, -122.400621)"
"1412","720-05344","720-05340","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","534","WASHINGTON ST","13409000","(37.795623, -122.403013)"
"630","892-00027","892-00001","27","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796477, -122.394608)"
"1025","386-02047","386-02040","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","204","DRUMM ST","4972000","(37.795687, -122.396672)"
"1470","568-17446","568-17440","6","Black","MS","Y","N","SFMTA","ON","0","MC3"," ","1744","MISSION ST","9113000","(37.76871, -122.420112)"
"366","890-00210","890-00001","21","Black","MS","N","N","PORT","OFF","890","PortMC1"," ","0","TERRY A FRANCOIS BLVD","12531000","(37.77604, -122.387293)"
"1370","211-00055","211-00050","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","5","11TH ST","508000","(37.775419, -122.418338)"
"139","568-02211","568-02210","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","221","MISSION ST","9085000","(37.791496, -122.395236)"
"1824","651-00167","651-00160","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","16","SANSOME ST","11542000","(37.790767, -122.400583)"
"1191","354-20333","354-20330","3","Black","MS","N","N","SFMTA","ON","0","MC5","Marina","2033","CHESTNUT ST","3978000","(37.800605, -122.437413)"
"1169","324-09342","324-09340","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","934","BATTERY ST","2764000","(37.800295, -122.401316)"
"761","445-06074","445-06070","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","GREEN ST","6454000","(37.799412, -122.409372)"
"102","700-05530","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Mission","553","VALENCIA ST","13060000","(37.763615, -122.421653)"
"2110","561-00142","561-00140","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","14","MAIN ST","8627000","(37.792743, -122.396189)"
"2132","561-00314","561-00310","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","31","MAIN ST","8627000","(37.792649, -122.395815)"
"1455","568-17464","568-17460","4","Black","MS","Y","N","SFMTA","ON","0","MC3"," ","1746","MISSION ST","9113000","(37.768663, -122.420107)"
"2032","413-07055","413-07050","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","705","FILBERT ST","5504000","(37.801099, -122.411083)"
"1634","463-00392","463-00390","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","39","HAWTHORNE ST","6809000","(37.784921, -122.398055)"
"2073","563-01033","563-01030","3","Black","MS","N","N","SFMTA","ON","0","MC2"," ","103","MCALLISTER ST","8890000","(37.780839, -122.413882)"
"1768","720-05247","720-05240","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","524","WASHINGTON ST","13408000","(37.795663, -122.402703)"
"1996","684-01012","684-01010","2","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","101","TOWNSEND ST","12656000","(37.780457, -122.390568)"
"2264","611-04110","-","0","Black","SS","Y","N","SFMTA","ON","0","MC3"," ","411","PARNASSUS AVE","10293000","(37.763294, -122.458251)"
"480","701-18060","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1806","VAN NESS AVE","13160201","(37.792442, -122.422587)"
"1560","568-02392","568-02390","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","239","MISSION ST","9085000","(37.791299, -122.395483)"
"1106","561-02150","561-02150","10","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","215","MAIN ST","8629000","(37.790519, -122.393149)"
"348","202-05540","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","554","02ND ST","144000","(37.782514, -122.393062)"
"1730","720-03270","720-03270","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","327","WASHINGTON ST","13405000","(37.795892, -122.399957)"
"1238","568-02275","568-02270","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","227","MISSION ST","9085000","(37.791407, -122.395347)"
"847","720-05258","720-05250","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","525","WASHINGTON ST","13409000","(37.795526, -122.402771)"
"334","340-00044","340-00040","4","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","4","BLUXOME ST","2993000","(37.777601, -122.395991)"
"629","892-00028","892-00001","28","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796469, -122.394601)"
"1032","386-02127","386-02120","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","212","DRUMM ST","4972000","(37.795919, -122.396719)"
"250","202-03340","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","334","02ND ST","139000","(37.784787, -122.395909)"
"1900","720-05377","720-05370","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","537","WASHINGTON ST","13409000","(37.795496, -122.403004)"
"894","324-06235","324-06230","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","623","BATTERY ST","2761000","(37.797551, -122.400921)"
"1841","210-01213","210-01210","3","Black","MS","N","N","SFMTA","ON","0","MC2"," ","121","10TH ST","484000","(37.774899, -122.415294)"
"1316","561-02156","561-02150","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","215","MAIN ST","8629000","(37.790549, -122.393187)"
"519","209-04660","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","466","09TH ST","458000","(37.771368, -122.408767)"
"1851","211-00354","211-00350","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","35","11TH ST","508000","(37.77492, -122.417712)"
"1084","525-00304","525-00300","4","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","30","KAPLAN LN","7741000","(37.785059, -122.399025)"
"963","580-01216","580-01210","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","121","NATOMA ST","9508000","(37.78669, -122.39938)"
"1983","331-09033","331-09030","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","903","BRYANT ST","3293000","(37.774058, -122.404869)"
"469","384-07040","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","704","DIVISADERO ST","4804201","(37.776085, -122.437916)"
"235","350-32320","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3232","CALIFORNIA ST","3566000","(37.787167, -122.448181)"
"942","700-04124","700-04120","4","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","412","VALENCIA ST","13058000","(37.766168, -122.422115)"
"1","324-11041","324-11040","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1104","BATTERY ST","2767000","(37.801541, -122.401568)"
"1180","684-04747","684-04740","7","Black","MS","Y","N","SFMTA","ON","0","MC3"," ","496","TOWNSEND ST","12664000","(37.773763, -122.399404)"
"778","658-00362","658-00360","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","36","SPEAR ST","12044000","(37.79322, -122.395042)"
"556","651-00075","651-00070","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","SANSOME ST","11542000","(37.790629, -122.400713)"
"667","324-10283","324-10280","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1028","BATTERY ST","2766000","(37.80126, -122.401509)"
"1819","202-00036","202-00030","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","3","02ND ST","129000","(37.789166, -122.401123)"
"1296","328-00493","328-00490","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","49","BEALE ST","2863000","(37.791366, -122.395928)"
"1957","442-04012","442-04010","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","401","GOLDEN GATE AVE","6264000","(37.781364, -122.417291)"
"1951","720-05253","720-05250","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","525","WASHINGTON ST","13408000","(37.795536, -122.402693)"
"89","500-16210","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1621","JACKSON ST","7396000","(37.793997, -122.422134)"
"1550","501-03014","501-03010","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","301","JESSIE ST","7520001","(37.784788, -122.404898)"
"1555","202-02164","202-02160","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","216","02ND ST","135000","(37.786344, -122.397836)"
"1111","445-05162","445-05160","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","516","GREEN ST","6452000","(37.799677, -122.408041)"
"1687","720-03436","720-03430","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","343","WASHINGTON ST","13405000","(37.795847, -122.400309)"
"482","354-20510","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Marina","2051","CHESTNUT ST","3978000","(37.800562, -122.437749)"
"353","104-02960","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","296","04TH AVE","240000","(37.783183, -122.462222)"
"2251","563-01104","563-01100","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","110","MCALLISTER ST","8890000","(37.780939, -122.414074)"
"1856","359-05344","359-05340","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","534","CLAY ST","4085000","(37.794802, -122.402684)"
"1201","415-14500","415-14500","10","Black","MS","N","N","SFMTA","ON","0","MC5","Fillmore","1450","FILLMORE ST","5546000","(37.783345, -122.432649)"
"2078","563-01012","563-01010","2","Black","MS","N","N","SFMTA","ON","0","MC2"," ","101","MCALLISTER ST","8890000","(37.780848, -122.413811)"
"1751","447-01162","447-01160","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","116","GREENWICH ST","6485000","(37.803235, -122.402523)"
"409","561-00251","561-00250","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","25","MAIN ST","8627000","(37.792731, -122.395919)"
"978","418-05033","418-05030","3","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","503","FOLSOM ST","5657000","(37.787083, -122.394598)"
"171","355-02330","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","233","CHURCH ST","4010000","(37.766466, -122.428743)"
"1212","464-03243","464-03240","3","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","324","HAYES ST","6815000","(37.777041, -122.422234)"
"524","472-03371","472-03370","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","337","HYDE ST","7117000","(37.784279, -122.41611)"
"1159","561-00134","561-00130","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","13","MAIN ST","8627000","(37.792826, -122.396037)"
"583","561-02210","561-02210","10","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","221","MAIN ST","8629000","(37.790311, -122.39289)"
"763","445-06072","445-06070","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","GREEN ST","6454000","(37.799415, -122.409349)"
"1925","684-03533","684-03530","3","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","353","TOWNSEND ST","12663000","(37.77603, -122.396117)"
"1006","386-02058","386-02050","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","205","DRUMM ST","4972000","(37.795718, -122.39693)"
"2211","462-05234","462-05230","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","523","HAIGHT ST","6608000","(37.771938, -122.431279)"
"2118","561-00123","561-00120","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","12","MAIN ST","8627000","(37.79281, -122.396273)"
"1597","658-00489","658-00480","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","48","SPEAR ST","12044000","(37.793034, -122.394809)"
"1407","442-04032","442-04030","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","403","GOLDEN GATE AVE","6264000","(37.781352, -122.417388)"
"116","819-00180","819-00002","18","Black","MS","N","N","PORT","ON","0","PortMC1"," ","18","BROADWAY","3142000","(37.798981, -122.398548)"
"2105","444-00083","444-00080","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","8","GRANT AVE","6381000","(37.787149, -122.404851)"
"684","202-03320","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","332","02ND ST","139000","(37.784779, -122.395899)"
"731","470-06241","470-06240","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","624","HOWARD ST","7035000","(37.786458, -122.398796)"
"1291","328-00513","328-00510","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","51","BEALE ST","2863000","(37.791324, -122.395875)"
"1883","661-01268","661-01260","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","126","STEVENSON ST","12166000","(37.788385, -122.401414)"
"218","705-06051","705-06050","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","605","VALLEJO ST","13092000","(37.798696, -122.407452)"
"277","525-00314","525-00300","14","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","31","KAPLAN LN","7741000","(37.784985, -122.398929)"
"2232","445-01360","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","136","GREEN ST","6441000","(37.800389, -122.402453)"
"1069","525-00208","525-00200","8","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","20","KAPLAN LN","7741000","(37.785, -122.399247)"
"1523","205-01327","205-01320","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","132","05TH ST","294000","(37.781928, -122.405599)"
"2063","606-15282","606-15280","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1528","PINE ST","10477000","(37.78959, -122.42127)"
"1444","700-09373","700-09370","3","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","937","VALENCIA ST","13068000","(37.757531, -122.421071)"
"1809","720-05371","720-05370","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","537","WASHINGTON ST","13409000","(37.795507, -122.402922)"
"1619","501-01166","501-01160","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","116","JESSIE ST","7517000","(37.788083, -122.400862)"
"995","651-00283","651-00280","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","28","SANSOME ST","11542000","(37.791045, -122.40064)"
"1402","442-04037","442-04030","7","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","403","GOLDEN GATE AVE","6264000","(37.781344, -122.417449)"
"1423","330-03250","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","325","BRANNAN ST","3074000","(37.781298, -122.39261)"
"309","684-01400","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","140","TOWNSEND ST","12657000","(37.779915, -122.39156)"
"1570","612-11043","612-11040","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1104","POLK ST","10563000","(37.787003, -122.419885)"
"1940","684-03476","684-03470","6","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","347","TOWNSEND ST","12663000","(37.776054, -122.396086)"
"2249","563-01102","563-01100","2","Black","MS","N","N","SFMTA","ON","0","MC2"," ","110","MCALLISTER ST","8890000","(37.780943, -122.414046)"
"742","563-03100","563-03002","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","310","MCALLISTER ST","8893000","(37.780517, -122.417454)"
"1074","525-00105","525-00100","5","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","10","KAPLAN LN","7741000","(37.785137, -122.399126)"
"1545","501-03032","501-03030","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","303","JESSIE ST","7520001","(37.784749, -122.404949)"
"2015","525-00508","525-00500","8","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","50","KAPLAN LN","7741000","(37.784925, -122.398852)"
"6","464-03241","464-03240","1","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","324","HAYES ST","6815000","(37.777044, -122.422208)"
"1729","720-03351","720-03350","1","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","335","WASHINGTON ST","13405000","(37.795891, -122.399969)"
"874","684-03535","684-03530","5","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","353","TOWNSEND ST","12663000","(37.776021, -122.396127)"
"1206","415-14505","415-14500","5","Black","MS","N","N","SFMTA","ON","0","MC5","Fillmore","1450","FILLMORE ST","5546000","(37.783298, -122.432639)"
"450","590-00370","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Civic Center","37","OAK ST","9750000","(37.775197, -122.420678)"
"121","224-30130","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3013","24TH ST","1337000","(37.752537, -122.412512)"
"2100","687-00610","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","61","TAPIA DR","12375000","(37.72164, -122.480578)"
"248","384-07060","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","706","DIVISADERO ST","4804201","(37.776094, -122.437918)"
"1592","658-00548","658-00540","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","54","SPEAR ST","12044000","(37.792975, -122.394734)"
"2115","561-00126","561-00120","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","12","MAIN ST","8627000","(37.792788, -122.396246)"
"1143","561-00255","561-00250","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","25","MAIN ST","8627000","(37.792704, -122.395884)"
"380","700-09251","700-09250","1","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","925","VALENCIA ST","13067000","(37.757823, -122.421099)"
"1270","561-00167","561-00160","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","16","MAIN ST","8627000","(37.792639, -122.396059)"
"879","705-06075","705-06070","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","VALLEJO ST","13092000","(37.798678, -122.407581)"
"441","562-01023","562-01020","3","Black","MS","N","N","SFMTA","ON","0","MC1"," ","102","MASON ST","8800000","(37.784484, -122.409271)"
"656","563-03160","563-03002","16","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","316","MCALLISTER ST","8893000","(37.780513, -122.417488)"
"512","700-01511","700-01570","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","151","VALENCIA ST","13053000","(37.770298, -122.422298)"
"1972","525-00603","525-00600","3","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","60","KAPLAN LN","7741000","(37.784947, -122.399087)"
"1794","359-05362","359-05360","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","536","CLAY ST","4085000","(37.79479, -122.40278)"
"1534","567-00966","567-00960","6","Black","MS","N","N","SFMTA","ON","0","MC1"," ","96","MINT ST","9064000","(37.782267, -122.407296)"
"615","419-04241","419-04240","1","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","424","FRANKLIN ST","5804000","(37.778679, -122.421565)"
"1693","720-03417","720-03410","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","341","WASHINGTON ST","13405000","(37.795858, -122.400224)"
"270","658-00301","658-00300","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","30","SPEAR ST","12044000","(37.79329, -122.39513)"
"678","525-00200","525-00200","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","21","KAPLAN LN","7741000","(37.784986, -122.399229)"
"1306","686-06064","686-06060","4","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","606","TURK ST","12723000","(37.782191, -122.419325)"
"203","359-05321","359-05320","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","532","CLAY ST","4085000","(37.794824, -122.402512)"
"598","440-08405","440-08400","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","840","GEARY ST","6116000","(37.786201, -122.41779)"
"1438","583-11016","583-11010","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1101","NOE ST","9628000","(37.751286, -122.43178)"
"1042","651-00266","651-00260","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","26","SANSOME ST","11542000","(37.790995, -122.40063)"
"862","359-16370","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1637","CLAY ST","4105000","(37.792417, -122.420363)"
"1174","701-18296","701-18290","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1829","VAN NESS AVE","13160101","(37.792683, -122.42296)"
"1487","700-07475","700-07470","5","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","747","VALENCIA ST","13064000","(37.760688, -122.421373)"
"1498","700-07474","700-07470","4","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","747","VALENCIA ST","13064000","(37.760697, -122.421374)"
"11","216-31090","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Mission","3109","16TH ST","732000","(37.764803, -122.422644)"
"2196","561-02193","561-02190","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","219","MAIN ST","8629000","(37.790426, -122.393032)"
"1706","208-02475","208-02470","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","247","08TH ST","411000","(37.775406, -122.410441)"
"1079","525-00110","525-00100","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","11","KAPLAN LN","7741000","(37.785097, -122.399075)"
"1789","359-05367","359-05360","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","536","CLAY ST","4085000","(37.794782, -122.40284)"
"1427","327-01292","327-01290","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","129","BROADWAY","3144000","(37.798529, -122.400808)"
"1672","612-21344","612-21340","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2134","POLK ST","10576000","(37.796771, -122.421857)"
"1609","352-04292","352-04290","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","429","CASTRO ST","3790000","(37.761576, -122.434961)"
"386","224-31610","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3161","24TH ST","1341000","(37.752344, -122.415675)"
"385","864-04210","-","0","Black","SS","Y","N","PORT","ON","0","PortMC1"," ","421","SPEAR ST","12048000","(37.788482, -122.388853)"
"57","422-02021","422-02020","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","202","FRONT ST","5869000","(37.793502, -122.398732)"
"1656","562-03224","562-03220","4","Black","MS","N","N","SFMTA","ON","0","MC1"," ","322","MASON ST","8803000","(37.786863, -122.409749)"
"1138","352-04053","352-04050","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","405","CASTRO ST","3790000","(37.762101, -122.43501)"
"1757","324-11046","324-11040","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1104","BATTERY ST","2767000","(37.801592, -122.401577)"
"1311","890-00190","890-00001","19","Black","MS","N","N","PORT","OFF","890","PortMC1"," ","0","TERRY A FRANCOIS BLVD","12531000","(37.776038, -122.387307)"
"534","525-00613","525-00600","13","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","61","KAPLAN LN","7741000","(37.784877, -122.399001)"
"2036","202-02163","202-02160","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","216","02ND ST","135000","(37.786351, -122.397844)"
"551","651-00070","651-00070","10","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","SANSOME ST","11542000","(37.79068, -122.400723)"
"143","418-01080","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","South Embarcadero","108","FOLSOM ST","5651000","(37.790027, -122.391178)"
"1736","720-03273","720-03270","3","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","327","WASHINGTON ST","13405000","(37.795903, -122.399874)"
"1868","202-00077","202-00070","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","02ND ST","129000","(37.789057, -122.400987)"
"501","593-00017","593-00010","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","OFARRELL ST","9720000","(37.786746, -122.405066)"
"2185","821-05480","821-05002","48","Black","MS","N","N","PORT","ON","0","PortMC1"," ","548","BEALE ST","2868000","(37.785626, -122.389017)"
"1165","324-09346","324-09340","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","934","BATTERY ST","2764000","(37.800333, -122.401324)"
"2000","331-06790","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","679","BRYANT ST","3285000","(37.778051, -122.399822)"
"798","658-00023","658-00020","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","2","SPEAR ST","12044000","(37.793618, -122.395541)"
"716","568-16603","568-16600","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1660","MISSION ST","9110000","(37.771401, -122.419585)"
"1276","501-01124","501-01120","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","112","JESSIE ST","7517000","(37.788196, -122.400719)"
"2142","359-05323","359-05320","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","532","CLAY ST","4085000","(37.794821, -122.40254)"
"1873","202-00073","202-00070","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","02ND ST","129000","(37.789085, -122.401021)"
"473","569-22661","569-22660","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2266","MARKET ST","8766201","(37.764786, -122.432597)"
"1234","568-02279","568-02270","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","227","MISSION ST","9085000","(37.79138, -122.395382)"
"815","561-02105","561-02100","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","210","MAIN ST","8629000","(37.790236, -122.393052)"
"1328","444-02033","444-02030","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","203","GRANT AVE","6384001","(37.788813, -122.405306)"
"2169","422-08520","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","852","FRONT ST","5874000","(37.799566, -122.399975)"
